,证券代码,年度,挂牌日期,主办券商,所属园区,所属证监会行业,摘牌日期,挂牌年度,挂牌月份,证券简称,资产总计,归属母公司股东的权益,营业收入,营业成本,销售费用,管理费用,财务费用,归属母公司股东的净利润,非经常性损益,扣除非经常性损益后的净利,经营活动产生的现金流量净额,应收账款,固定资产,ROA,折旧,长期待摊费用摊销,存货的减少,经营性应收项目的减少,经营性应付项目的增加,实际披露日期,报告期,挂牌前后,
69552,830897.OC,2013,2014-07-29,金元证券股份有限公司,非高新产业区,纺织业,,2014,7,志向科研,398441565.46,126070388.91,359354669.61,297234985.88,18438846.32,14959687.05,9393641.4,9107375.99,3048189.56,6059186.43,-38530585.83,162267214,62556361.43,2.2441,7399844.68,68750,29947703.19,-36585198.1,-64075326.9,,,,1
69553,830898.OC,2013,2014-08-01,光大证券股份有限公司,中关村科技园区,广播、电视、电影和影视录音制作业,,2014,8,华人天地,20157246.14,17656977.32,12810815.14,3806013.96,,2698525.29,-4816.7,4877711.51,0,4877711.51,-8303855.57,7312674.8,531452.55,37.8007,174264.81,151771.91,-835751.85,-12096183.61,-370741.82,,,,1
69554,830900.OC,2013,2014-08-04,申万宏源证券有限公司,非高新产业区,非金属矿物制品业,,2014,8,维福特,118665537.48,108134314.98,15610239.31,5710075.75,,3123193.03,-9537.15,4878156.9,66413.34,4811743.57,-312967.83,19751160.6,35487335.14,4.6278,1761978.96,,-6229280.09,5587845.12,-6663070.4,,,,1
69555,830901.OC,2013,2014-07-25,长江证券股份有限公司,无锡高新区,专用设备制造业,,2014,7,隆玛科技,42906135.71,14624535.44,49844648.09,37386894.86,1669373.37,5827193.72,331096.68,3704675.05,674018.58,3030656.47,-1064950.36,29111015.78,2132520.09,11.0329,504981.4,3879.93,-2452632.29,-14592094.64,10883571.38,,,,1
69556,830902.OC,2013,2014-07-31,湘财证券股份有限公司,非高新产业区,通用设备制造业,,2014,7,长仪股份,121457934.38,59535162.24,86570016.96,44652079.91,6904665.46,11544763.02,1387342.74,17007260.2,714119.74,16293100,92136.67,48932525.43,17748119.9,14.9829,2217651.39,,-10395553.07,-11566018.58,-67679.22,,,,1
69557,830903.OC,2013,2014-07-29,方正证券股份有限公司,非高新产业区,计算机、通信和其他电子设备制造业,,2014,7,复展科技,79488722.39,36070594.88,23234038.72,13818196.3,50714.93,5603148.41,3076342.73,1244650.43,576358.57,668291.86,7173366.09,15711112.2,34248399.51,1.6229,1321695.21,248000.96,-1311130.87,13984677.87,-11630314.15,,,,1
69558,830904.OC,2013,2014-07-29,国元证券股份有限公司,非高新产业区,专用设备制造业,,2014,7,博思特,298180559.96,221774071.88,208155431.19,137213826.52,11543323.95,19045936.21,340220.76,34402291.19,2442267.4,31960023.79,26341895.33,122427625.36,39003216.44,11.5596,4015322.87,,18245696.58,12407508.82,-46139674.53,,,,1
69559,830905.OC,2013,2014-07-29,方正证券股份有限公司,非高新产业区,软件和信息技术服务业,,2014,7,成聪软件,6706379.28,6072664.43,3727734.85,516499.57,813873.67,1939618.49,1106.86,1075555.54,377229.02,698300,708810.5,794315.51,854286.21,22.2598,212038.36,,26259.29,-509094.37,-87966.13,,,,1
69560,830906.OC,2013,2014-07-30,广发证券股份有限公司,非高新产业区,金属制品业,,2014,7,万事达,840931088.74,132054433.57,2638308219.65,2482638094.42,56775372.46,46660962.85,35508166.3,14399144.97,2906163.76,11492981.21,25117000.14,37710653.23,142119220.65,1.7197,13337022.37,81172.29,-16865087.46,-37941868.22,13573403.24,,,,1
69561,830907.OC,2013,2014-07-25,中泰证券股份有限公司,非高新产业区,居民服务业,,2014,7,瑞丽洗涤,39139103.97,10690031.79,24597691.31,15165143.88,2844962.25,3593673.85,1004224.36,446107.61,-501444.89,947552.5,6305148.05,3084584.59,13581330.83,1.3958,1839089.99,213852.2,165088.96,51288.02,2438696.73,,,,1
69562,830908.OC,2013,2014-07-25,西南证券股份有限公司,非高新产业区,计算机、通信和其他电子设备制造业,,2014,7,普诺威,123482051.57,50835729.54,138271947.19,105638860.56,3832100.47,18026842.14,2114970.36,7295778.27,86017.01,7209761.26,38552039.81,45908577.39,27795368.13,5.9133,5589832.68,120400,-2216377.82,18228321.65,7446754.71,,,,1
69563,830909.OC,2013,2014-08-08,国信证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2014,8,同成股份,273505727.18,257702727.49,233292138.14,165871996.05,5462665.37,15566556.98,-221421.61,37979548.92,3145024.89,34834524.03,37730850.32,111233831.55,32741419.36,14.164,1873203.39,,39394554.41,-21110852,-24311908.8,,,,1
69564,830910.OC,2013,2014-07-25,江海证券有限公司,中关村科技园区,软件和信息技术服务业,,2014,7,安证通,6664848.62,5832943.07,5863061.64,229440.17,1871359.02,4587928.41,2454.3,169249.56,0,169249.56,-611020.96,3142800.55,294833.35,2.3649,130819.75,,126930.78,-722881.95,-432845.1,,,,1
69565,830911.OC,2013,2014-08-08,广发证券股份有限公司,非高新产业区,建筑装饰和其他建筑业,,2014,8,标榜新材,318525604.71,146475986.66,339134662.93,264581338.25,21005477.43,27562970.76,4493748.81,14272793.33,862819.09,13409974.24,-5896276.49,147301547.41,34994905.79,4.7135,4335982.77,132421.29,-8431107.42,-37791073.26,13429817.26,,,,1
69566,830912.OC,2013,2014-08-04,中国银河证券股份有限公司,非高新产业区,仪器仪表制造业,,2014,8,科汇电自,191603488.92,89304486.11,179307357.17,88168844.37,37448307.33,33903343.73,4497046.83,14619116.9,814912.01,13804204.89,28397858.49,82538482.42,20702005.52,6.8943,2419837.79,,3462017.27,29952601.61,-26954923.38,,,,1
69567,830913.OC,2013,2014-08-08,山西证券股份有限公司,沈阳高新区,有色金属冶炼和压延加工业,,2014,8,中北通磁,390633737.07,285404503.5,295170336.1,254121964.33,5095802.93,22288966.99,4593215.18,5767024.09,367815.2,5399208.89,-2462918.04,89544445.82,79421794.9,1.648,9481308.29,,-9364780.88,-7985538.2,-6516488.47,,,,1
69568,830914.OC,2013,2014-08-11,山西证券股份有限公司,长沙高新区,铁路、船舶、航空航天和其他运输设备制造业,,2014,8,海赛电装,27279397.25,18043447.09,21321120.4,12221154.9,1215484.96,3697615.59,246345.28,3885469.66,1375424.52,2510045.14,1273060.46,14860465.2,6954451.34,15.7719,602881.13,,1848319.07,-6473408.15,839575.92,,,,1
69569,830915.OC,2013,2014-08-06,长江证券股份有限公司,非高新产业区,食品制造业,,2014,8,味群食品,208617832.45,114686170.45,212564828.22,146332827.7,14146698.01,28083280.91,5254462.96,10115898.18,-1572530.4,11688428.58,27209850.3,38367700.55,90156813.6,4.8565,7763841.03,810171.76,2683617.37,-5920320.61,3182002.17,,,,1
69570,830916.OC,2013,2014-08-07,华安证券股份有限公司,非高新产业区,农副食品加工业,,2014,8,公准股份,380012259.5,353142465.86,1341720331.5,1237557463.61,2922,2382089.13,1503163.16,100364193.6,199500,100164700,104847784.76,303787.11,55084179.17,30.1215,6043715.86,,-1049861.47,2789646.06,-5844893.16,,,,1
69571,830917.OC,2013,2014-08-12,国信证券股份有限公司,非高新产业区,软件和信息技术服务业,,2014,8,网波股份,15105881.98,11415549.55,19492093.45,8143889.36,1506343.63,5689673.22,-5369.93,4184678.44,51492.67,4133185.77,4006910.64,3959485,179892.05,35.9844,51101.44,43261.33,,-2983024,2698820.85,,,,1
69572,830918.OC,2013,2014-08-11,申万宏源证券有限公司,昆明高新区,商务服务业,,2014,8,银发环保,101212805.37,55807143.59,44662174.13,24950032.32,666989.06,7336671.16,2953892.98,7245974.3,552400,6693612.05,-9493581.9,9214446.18,15105744.09,7.4753,1113268.48,,-38530.65,-11989699.15,-7687609.46,,,,1
69573,830919.OC,2013,2014-08-07,申万宏源证券有限公司,非高新产业区,食品制造业,,2014,8,飞达股份,371821335.68,227621269.5,225655802.83,178682142.36,10058064.93,14140619.15,4549701.57,11979727.98,2129196.48,9850531.5,10955823.76,38116749.08,148584958.08,3.5574,6455261.57,,10417786.68,-45600709.41,19628697.17,,,,1
69574,830920.OC,2013,2014-08-06,西南证券股份有限公司,非高新产业区,非金属矿物制品业,,2014,8,聚融集团,120091386.88,54992346.34,123331627.58,87638315.33,13428272.68,6626624.59,5060390.54,6450656.64,-662045.54,7112702.18,36628514.79,26749837,27382554.05,6.3443,6423166.74,1283122.49,159098.04,4157691.39,12358521.83,,,,1
69575,830921.OC,2013,2014-08-11,方正证券股份有限公司,非高新产业区,商务服务业,,2014,8,海阳股份,25911748.11,12726156.45,70809124.18,63239277.28,287094.73,2662147.2,-130803.73,1785583.66,1140660.91,644922.75,366653.4,9992551.47,199431.22,5.9883,28925.12,,,8192165.67,-9598230.9,,,,1
69576,830922.OC,2013,2014-08-08,中山证券有限责任公司,非高新产业区,电气机械和器材制造业,,2014,8,裕荣光电,20904857.79,15347451.26,35681898.04,30540973.74,863131.03,3452952.8,124805.05,493672.4,7949.74,485722.66,-990148.42,8530424.37,3234532.26,2.769,390243.08,72720,-296978.05,-5720677.57,3869273.86,,,,1
69577,830923.OC,2013,2014-07-31,国泰君安证券股份有限公司,非高新产业区,零售业,,2014,7,上元堂,54836146.94,32909971.52,118041071.59,79580709.25,21344968.47,13243440.41,107292.01,1747598.54,-247786.02,1995384.56,-15683532.54,14871054.6,4431146.15,3.9774,835724.69,1889891.19,-11010279.82,-8600730.81,-972591.24,,,,1
69578,830924.OC,2013,2014-08-13,广发证券股份有限公司,非高新产业区,仪器仪表制造业,,2014,8,星龙科技,20437808.06,16525208.14,20071928.78,7345377.58,1579332.81,3706072.74,-11186.27,6293048.44,2210,6290448.44,1706388.66,10183626.91,367881.22,35.5482,197655.33,47088,-1135317.15,-5486241.59,1862802.06,,,,1
69579,830925.OC,2013,2014-08-01,长江证券股份有限公司,非高新产业区,非金属矿物制品业,,2014,8,鄂信钻石,212627619.81,112673217.36,123782905.4,77060351.2,7689733,10880041.11,4098330.65,19355319.12,3864.95,19351454.17,28665303.36,36685708.32,65748172.69,10.3079,3834260.61,,-3684114.37,-11375532.06,15972690.97,,,,1
69580,830926.OC,2013,2014-08-08,中泰证券股份有限公司,非高新产业区,橡胶和塑料制品业,,2014,8,迪浩股份,127239215.84,64257257.1,65950310.55,41044226.81,6405054.38,9215417.85,2202398.65,5152725.4,543399.3,4609326.1,-1730951.2,43843421.15,17071004.46,3.1534,1671544.69,,-2419663.49,-5659006.64,-3057445.24,,,,1
69581,830927.OC,2013,2014-08-08,方正证券股份有限公司,非高新产业区,软件和信息技术服务业,,2014,8,兆久成,16588647.93,10028705.14,27567077.33,21336360.99,77485.3,2545493.85,-18823.77,2101990.83,40766.04,2061224.79,-462247.03,588060.14,760208.08,18.6811,257389.23,,-6496711.2,-1027959.92,4071361.39,,,,1
69582,830928.OC,2013,2014-08-05,平安证券有限责任公司,珠海高新区,计算机、通信和其他电子设备制造业,,2014,8,康定电子,84549025.92,45550455.82,90605364.17,71965824.18,1401981.39,9603987.94,400751.45,5606809.57,319812.26,5286997.31,-2584267.37,46931488.98,11711860.52,6.6899,1471090.6,15646.32,3067340.27,-10487826.17,-3274530.22,,,,1
69583,830929.OC,2013,2014-08-06,太平洋证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2014,8,幸美股份,154301615.61,44275956.67,185467370.4,87951959.71,61418435.46,26549470.72,3127261.76,-307439.62,98230.73,-405600,12900612.32,23048356.65,58285517.79,-0.2052,4163331.95,871991.54,-3288498.1,-1323062.64,6474686.11,,,,1
69584,830930.OC,2013,2014-08-13,华龙证券股份有限公司,非高新产业区,道路运输业,,2014,8,天行健,11087597.33,7013397.15,17952194.22,13981936.55,351050,2216167.08,133251.78,901968.36,-3779.75,905748.11,57074.79,3119143.77,7018798.62,8.8121,1817684.28,,,-486500.11,-2171350.45,,,,1
69585,830931.OC,2013,2014-08-11,中信建投证券股份有限公司,非高新产业区,医药制造业,,2014,8,仁会生物,141359648.52,104918896.21,190666.04,,255922.6,9060741.05,-25105.87,-8086110.15,1015741.56,-9101851.71,-5939249.14,,72167790.01,-6.4835,2301517.23,,50286.36,-299779.88,-187773.1,,,,1
69586,830932.OC,2013,2014-08-11,海通证券股份有限公司,威海火炬高新区,仪器仪表制造业,,2014,8,博扬超声,8351865.5,6997839.54,10046693.75,4576397.54,689507.6,2284902.58,1091.89,2157693.99,201106.93,1956587.06,1899302.91,1345145.67,536983.53,37.136,107603.68,,-180125.41,-755939.13,-133433.55,,,,1
69587,830933.OC,2013,2014-08-05,中泰证券股份有限公司,杭州高新区,化学原料和化学制品制造业,,2014,8,纳晶科技,54338414.4,51991081.21,2806725.32,2556829.77,3561419.38,18222217.71,219187.09,-19610038.22,2133459.5,-21743497.72,-19551577.77,206249.96,4465322.99,-30.38,1025653.74,505821.07,-546397.38,2409605.96,-3685240.74,,,,1
69588,830934.OC,2013,2014-08-07,申万宏源证券有限公司,非高新产业区,化学原料和化学制品制造业,,2014,8,玻尔科技,30992830.49,24252565.96,27332222.76,18841585.19,1535408.87,5236232.93,610015.08,1038263.93,307669.41,730594.52,8356571.14,6013358.82,5842208.5,3.4109,931016.59,,2638836.75,2824401.57,297821.91,,,,1
69589,830935.OC,2013,2014-08-05,兴业证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2014,8,伊帕尔汗,54101869,33900676.79,43487762.37,25282299.22,7299612.72,4594053.72,1466090.95,4826016.05,1165116.46,3660899.59,15513781.6,1478418.46,11962581.23,8.6044,1496992.3,264921.25,2514964.75,3436325.79,-409916.44,,,,1
69590,830936.OC,2013,2014-08-12,信达证券股份有限公司,郑州高新区,软件和信息技术服务业,,2014,8,约克动漫,22177789.39,17279110.26,12190366.02,4180788.29,216078,8107124.89,1733.77,1553307.67,1797520.2,-244212.53,7080946.68,,10472191.04,7.5814,3052012.9,480244.32,-88931.3,1066880.17,382032.99,,,,1
69591,830937.OC,2013,2014-08-11,财富证券有限责任公司,长沙高新区,通用设备制造业,,2014,8,信达智能,193569011.76,67950035.4,113394610.99,82466782.25,3404386.82,12605277.68,1965347.36,10919523.31,1301756.48,9617766.83,1538563.73,45758556.86,36060103.66,6.2528,2352482.15,62580.68,-12694047.2,-31370362.37,29400418.38,,,,1
69592,830938.OC,2013,2014-08-12,江海证券有限公司,非高新产业区,卫生,,2014,8,可恩口腔,50970986.59,20001923.58,20566480.52,10386984.81,2550207.22,14443735.39,571931.95,-7711187.78,298386.75,-8009600,814137.12,139012.93,33567127.76,-19.2551,2539778.58,3476727.15,9487.78,269275.22,1740266.09,,,,1
69593,830939.OC,2013,2014-08-12,安信证券股份有限公司,非高新产业区,金属制品业,,2014,8,君山股份,244041704.27,147710610.19,140311182.43,89289837.88,4230487.24,26410905.64,2304837.15,13688744.22,1495787.68,12192956.54,-157162.09,65148466.3,31292627.19,5.7509,5058812.03,,-23707085.37,-1657389.83,2785981.87,,,,1
69594,830940.OC,2013,2014-08-05,国元证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2014,8,科宏生物,235977548.29,119070539.04,72236285.46,38432468.66,474717.71,11525123.01,582287.63,21099947.2,758672.64,20341274.56,24513583.77,28522477.5,15723072.37,11.4182,2734325.32,285897.72,860659.57,-2684555.68,3760328.47,,,,1
69595,830941.OC,2013,2014-08-01,中原证券股份有限公司,非高新产业区,装卸搬运和运输代理业,,2014,8,明硕股份,26157636.38,15235922.53,110100236.32,100601581.79,,7988181.87,631812.59,568856.31,29831.72,539024.59,-7640195.67,15758804.66,1201020.05,2.297,364276.57,,,-1732426.77,-6963622.87,,,,1
69596,830942.OC,2013,2014-08-11,西部证券股份有限公司,非高新产业区,软件和信息技术服务业,,2014,8,众志和达,215103364.23,164778172.84,155378021.27,103096226.08,14280201.03,33292869.62,-332879.08,21500164.19,14742088.3,6758075.89,10599480.32,58147811.21,37430345.96,11.1752,4437621.79,505569.77,-23647985.97,-17837016.65,24788689.85,,,,1
69597,830943.OC,2013,2014-08-05,长江证券股份有限公司,济南高新区,软件和信息技术服务业,,2014,8,科明数码,12575635.13,11098625.08,12518579.79,8012904.72,1258656.03,2580471.66,-5149.82,861556.19,454541.49,407014.7,-2442536.99,5338728.26,742748.58,7.3272,259486.58,,173785.78,-4773641.35,874520.63,,,,1
69598,830944.OC,2013,2014-08-11,西部证券股份有限公司,非高新产业区,商务服务业,,2014,8,景尚旅业,63826385.87,12132289.67,142600344.73,126015641.32,756405.83,11366856.91,357645.13,2243817.86,-14332.49,2258150.35,3665647.42,2260934.47,3185302.56,5.6426,259138.24,3253242.14,,-9176399.23,6678987.79,,,,1
69599,830945.OC,2013,2014-08-13,申万宏源证券有限公司,无锡高新区,有色金属冶炼和压延加工业,,2014,8,麟龙新材,359967396.04,139434086.77,1357746438.3,1292129989.52,17107112.55,27119542.07,9467587.74,7609027.2,1962231.71,5646795.49,-850738.05,74436038.84,44502864.24,2.2542,3212795.26,112294.4,25624886.14,-37735667.49,-10557964.87,,,,1
69600,830946.OC,2013,2014-08-06,德邦证券股份有限公司,非高新产业区,医药制造业,,2014,8,森萱医药,123573667.51,74439495.98,162899090.46,126869552.82,10718982.86,12512787.44,2686273.63,8347244.05,-329964.28,8677208.33,15198778.42,11624695.02,57396484.07,7.0319,6249162.78,,-373290.23,-777722.14,-1659811.92,,,,1
69601,830947.OC,2013,2014-08-06,兴业证券股份有限公司,非高新产业区,土木工程建筑业,,2014,8,金柏股份,200757551.69,77678456.86,184819605.29,133493921.19,786549.07,19862546.08,4535084.31,14961424.46,-112239.17,15073600,-6000764.53,102714426.88,5876382.2,7.7842,1821884.37,30790,-2661835.15,-21697200.06,-3257954.51,,,,1
69602,830948.OC,2013,2014-08-08,金元证券股份有限公司,绍兴高新区,电气机械和器材制造业,,2014,8,捷昌驱动,127380096.66,81901654.92,114204652.28,73116486.87,7204318.09,13941219.11,930395.54,15922801.47,988263.61,14934537.86,27745388.85,7491119.86,23700995.95,14.084,3746301.31,,-4686274.29,-1662480.82,12986857.43,,,,1
69603,830949.OC,2013,2014-08-01,长江证券股份有限公司,非高新产业区,通用设备制造业,,2014,8,中窑股份,477665505.14,169186821.26,368408985.21,292898160.21,10297086.05,35507091.58,5378688.91,16438304.44,-204183.91,16642488.35,-49265694.28,69014469.49,16609214.03,3.6,1020728.5,135325.45,-37359294.17,-47717839.49,7076809.83,,,,1
69604,830950.OC,2013,2014-08-13,申万宏源证券有限公司,非高新产业区,开采辅助活动,,2014,8,华隆股份,335693263.98,154150395.52,282634752.5,252515040.73,5200956.93,8046313.04,1126003.28,13140460.03,1817206.89,11323253.14,10889474.58,98199260.66,71458446.91,4.0437,,,,,,,,,1
69605,830951.OC,2013,2014-08-04,东北证券股份有限公司,西安高新区,专用设备制造业,,2014,8,西安同大,25219602.33,14862877.74,20478757.39,13357698.11,903429.53,3555998.27,102727.36,1901685.06,246045,1655640.06,-1722958.5,13282346.41,1324685.79,8.4377,192447.25,,-336620.43,-3439050.28,-926281.61,,,,1
69606,830952.OC,2013,2014-08-08,东吴证券股份有限公司,非高新产业区,专用设备制造业,,2014,8,方兰德,568178501.74,225580947.17,474795683.34,427730075.75,4567620.84,27318425.15,-404258.97,10702839.73,-711202.9,11414042.62,19652767.86,249753207.27,24860020.61,2.0799,3412199.23,99470.78,5977281.32,-43761576.41,42059017.43,,,,1
