主办券商,主营产品,可交易股份总量(万股),总市值(万元),所属Wind行业,所属园区,所属证监会行业,挂牌日期,摘牌日期,最新成交价(元),最新成交日,终止上市原因,股份总量(万股),证券代码,证券简称,转让方式
长江证券股份有限公司,染料及颜料,2650.0,,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2016-04-07,,,,,9275.0,836620.OC,丽源科技,协议转让
五矿证券有限公司,保健食品、专业咨询服务,,,制药、生物科技与生命科学,广州高新区,研究和试验发展,2016-04-07,,,,,3363.0,836629.OC,宏韵医药,协议转让
华林证券有限责任公司,变电设备、风泵机械、专用设备与零部件,,,资本货物,广州高新区,电气机械和器材制造业,2016-04-06,,,,,3600.0,835613.OC,三晶电气,协议转让
国泰君安证券股份有限公司,行业专用软件、专业咨询服务,30.1333,6050.0,商业和专业服务,非高新产业区,专业技术服务业,2016-04-06,,5.5,2016-04-06 00:00:00,,1100.0,835957.OC,建筑数据,协议转让
五矿证券有限公司,互联网服务,,,软件与服务,中关村科技园区,软件和信息技术服务业,2016-04-06,,,,,1753.0,836078.OC,天睿空间,协议转让
兴业证券股份有限公司,专业咨询服务,,,软件与服务,非高新产业区,软件和信息技术服务业,2016-04-06,,,,,2100.0,836195.OC,吉星智能,协议转让
广发证券股份有限公司,度假村、机构业务、酒店,,,商业和专业服务,非高新产业区,专业技术服务业,2016-04-06,,,,,2000.0,836207.OC,骏地设计,协议转让
东吴证券股份有限公司,专业咨询服务,,,零售业,非高新产业区,零售业,2016-04-06,,,,,2021.0,836252.OC,砂之船,协议转让
爱建证券有限责任公司,有机化工原料,,,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2016-04-06,,,,,3000.0,836256.OC,华星新材,协议转让
长城证券股份有限公司,网络游戏,,,媒体Ⅱ,非高新产业区,互联网和相关服务,2016-04-06,,,,,1000.0,836327.OC,西岐网络,协议转让
申万宏源证券有限公司,化工机械,1530.0,,资本货物,非高新产业区,通用设备制造业,2016-04-06,,,,,5100.0,836352.OC,绿水股份,协议转让
浙商证券股份有限公司,行业专用软件、运营平台系统,,,电信服务Ⅱ,非高新产业区,软件和信息技术服务业,2016-04-06,,,,,2000.0,836354.OC,无限动力,协议转让
国海证券股份有限公司,锅炉及附属设备,,,资本货物,非高新产业区,通用设备制造业,2016-04-06,,,,,5500.0,836376.OC,前田热能,协议转让
湘财证券股份有限公司,电子设备及加工,,,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2016-04-06,,,,,1010.0,836380.OC,泰立科技,协议转让
申万宏源证券有限公司,公共服务,,,商业和专业服务,非高新产业区,生态保护和环境治理业,2016-04-06,,,,,18643.23,836446.OC,鑫联环保,协议转让
兴业证券股份有限公司,互联网服务、系统集成服务、影视制作发行、中间业务,248.65,12.5,软件与服务,非高新产业区,软件和信息技术服务业,2016-04-06,,0.01,2016-04-14 00:00:00,,1250.0,836460.OC,风云科技,协议转让
中泰证券股份有限公司,外衣,,,耐用消费品与服装,非高新产业区,纺织服装、服饰业,2016-04-06,,,,,1090.0,836462.OC,华绵制衣,协议转让
广发证券股份有限公司,监控器材及系统、系统集成服务,,,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2016-04-06,,,,,5255.0,836502.OC,美电贝尔,协议转让
长江证券股份有限公司,监控器材及系统、汽车及零配件经销、专用设备与零部件,,,资本货物,非高新产业区,电气机械和器材制造业,2016-04-06,,,,,3520.4,836523.OC,航泰股份,协议转让
华安证券股份有限公司,疫苗,9416.3333,,制药、生物科技与生命科学,非高新产业区,医药制造业,2016-04-06,,,,,16470.0,836542.OC,东方帝维,协议转让
东吴证券股份有限公司,其他消费电子产品,,,技术硬件与设备,非高新产业区,电气机械和器材制造业,2016-04-06,,,,,1139.0,836549.OC,瑞欧宝,协议转让
财通证券股份有限公司,保健食品、其他休闲用品、食品经销、专用设备与零部件,,,零售业,非高新产业区,零售业,2016-04-06,,,,,20000.0,836586.OC,有棵树,协议转让
华福证券有限责任公司,工业建筑、专业咨询服务,,,资本货物,太原高新区,专业技术服务业,2016-04-06,,,,,11030.0,836609.OC,新唐设计,协议转让
长江证券股份有限公司,印刷品及印刷器材,263.0,,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2016-04-06,,,,,3463.0,836619.OC,显鸿科技,协议转让
国联证券股份有限公司,变电设备、输电设备,,,资本货物,非高新产业区,电气机械和器材制造业,2016-04-06,,,,,1000.0,836621.OC,奇电电气,协议转让
湘财证券股份有限公司,苗木,,,材料Ⅱ,非高新产业区,林业,2016-04-06,,,,,8700.0,836624.OC,新圆沉香,协议转让
国泰君安证券股份有限公司,专用设备与零部件,,,商业和专业服务,非高新产业区,其他制造业,2016-04-06,,,,,2000.0,836640.OC,华邦封条,协议转让
东北证券股份有限公司,医药中间体,,,医疗保健设备与服务,非高新产业区,医药制造业,2016-04-06,,,,,3400.0,836656.OC,奇隆生物,协议转让
中泰证券股份有限公司,教育培训服务、系统集成服务、影视制作发行,,,媒体Ⅱ,中关村科技园区,广播、电视、电影和影视录音制作业,2016-04-06,,,,,8426.5,836657.OC,银河长兴,协议转让
中原证券股份有限公司,电子设备及加工,,,技术硬件与设备,中关村科技园区,计算机、通信和其他电子设备制造业,2016-04-06,,,,,524.99,836658.OC,幻响神州,协议转让
西部证券股份有限公司,电子元器件、互联网服务、系统集成服务、专用设备与零部件,1651.25,,技术硬件与设备,非高新产业区,软件和信息技术服务业,2016-04-06,,,,,3020.0,836663.OC,金牛物联,协议转让
德邦证券股份有限公司,汽车及零配件经销,,,汽车与汽车零部件,非高新产业区,专用设备制造业,2016-04-06,,,,,3000.0,836739.OC,金全股份,协议转让
大通证券股份有限公司,家具、装饰用纺织品,2987.4999,,耐用消费品与服装,非高新产业区,纺织业,2016-04-05,,,,,7800.0,835735.OC,远梦家居,协议转让
长江证券股份有限公司,动力机械、五金加工机械、专用设备与零部件,2896.9867,,资本货物,济宁高新区,通用设备制造业,2016-04-05,,,,,5526.32,836214.OC,泰丰液压,协议转让
财通证券股份有限公司,人造板,,,材料Ⅱ,非高新产业区,仪器仪表制造业,2016-04-05,,,,,4100.0,836312.OC,集美新材,协议转让
财达证券有限责任公司,系统集成服务、运营平台系统、专业咨询服务,112.5,,软件与服务,非高新产业区,软件和信息技术服务业,2016-04-05,,,,,500.0,836389.OC,新亚股份,协议转让
中国国际金融股份有限公司,行业专用软件、专业咨询服务,128.75,,软件与服务,中关村科技园区,软件和信息技术服务业,2016-04-05,,,,,5128.75,836393.OC,北森云,协议转让
万联证券有限责任公司,玩具,,,耐用消费品与服装,非高新产业区,文教、工美、体育和娱乐用品制造业,2016-04-05,,,,,3000.0,836405.OC,裕利智能,协议转让
中信建投证券股份有限公司,电子测试和测量仪器、工控机械,,,商业和专业服务,非高新产业区,专业技术服务业,2016-04-05,,,,,5000.0,836480.OC,菲格瑞特,协议转让
申万宏源证券有限公司,打印机、高分子聚合物、有机化工原料,,,制药、生物科技与生命科学,非高新产业区,化学原料和化学制品制造业,2016-04-05,,,,,4335.79,836514.OC,光华伟业,协议转让
国信证券股份有限公司,广告代理,61.74,,媒体Ⅱ,非高新产业区,商务服务业,2016-04-05,,,,,661.74,836522.OC,中畅微飞,协议转让
财通证券股份有限公司,清洗剂,,,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2016-04-05,,,,,2000.0,836526.OC,船牌日化,协议转让
东海证券股份有限公司,系统集成服务,,,软件与服务,非高新产业区,软件和信息技术服务业,2016-04-05,,,,,5000.0,836551.OC,博达兴创,协议转让
西部证券股份有限公司,生物诊断试剂,,,制药、生物科技与生命科学,非高新产业区,零售业,2016-04-05,,,,,500.0,836562.OC,众拓联,协议转让
中信证券股份有限公司,专业咨询服务,,,商业和专业服务,非高新产业区,科技推广和应用服务业,2016-04-05,,,,,2000.0,836578.OC,亚非节能,协议转让
渤海证券股份有限公司,其他物流,,,商业和专业服务,非高新产业区,道路运输业,2016-04-05,,,,,5000.0,836589.OC,德利得,协议转让
浙商证券股份有限公司,电子测试和测量仪器、系统集成服务,,,软件与服务,非高新产业区,软件和信息技术服务业,2016-04-05,,,,,1000.0,836592.OC,友声科技,协议转让
中国银河证券股份有限公司,电脑外围设备、行业专用软件、无线增值业务,,,软件与服务,非高新产业区,软件和信息技术服务业,2016-04-05,,,,,12500.0,836598.OC,瑞星信息,协议转让
国海证券股份有限公司,教育培训服务,,,软件与服务,非高新产业区,软件和信息技术服务业,2016-04-05,,,,,800.0,836632.OC,智乐园,协议转让
中银国际证券有限责任公司,药品经销、专业咨询服务,,,制药、生物科技与生命科学,成都高新区,研究和试验发展,2016-04-05,,,,,1100.0,836659.OC,欣捷高新,协议转让
中银国际证券有限责任公司,合金,,,材料Ⅱ,非高新产业区,黑色金属冶炼和压延加工业,2016-04-05,,,,,1150.0,836660.OC,钢研功能,协议转让
长城证券股份有限公司,专业咨询服务,,,公用事业Ⅱ,非高新产业区,科技推广和应用服务业,2016-04-05,,,,,625.0,836669.OC,环能新科,协议转让
民生证券股份有限公司,民用建筑,,,资本货物,非高新产业区,建筑装饰和其他建筑业,2016-04-05,,,,,2468.0,836677.OC,中谊抗震,协议转让
金元证券股份有限公司,家具,2723.5717,,耐用消费品与服装,非高新产业区,金属制品业,2016-04-01,,,,,6000.0,836071.OC,雅鼎创意,协议转让
华创证券有限责任公司,系统集成服务,10.0,,软件与服务,非高新产业区,软件和信息技术服务业,2016-04-01,,,,,1200.0,836278.OC,兴和云网,协议转让
金元证券股份有限公司,行业专用软件,,,软件与服务,非高新产业区,软件和信息技术服务业,2016-04-01,,,,,1000.0,836294.OC,网盛数新,协议转让
西部证券股份有限公司,移动通讯设备与配件、专业咨询服务,,,零售业,非高新产业区,零售业,2016-04-01,,,,,1000.0,836459.OC,赛威客,协议转让
中山证券有限责任公司,氮肥、复合(混)肥,,,材料Ⅱ,非高新产业区,批发业,2016-04-01,,,,,1000.0,836476.OC,英联国际,协议转让
广州证券股份有限公司,专业咨询服务、专用设备与零部件,128.1508,,资本货物,非高新产业区,专用设备制造业,2016-04-01,,,,,1388.0,836490.OC,天工科股,协议转让
华创证券有限责任公司,照明器具、专业咨询服务,938.1357,,商业和专业服务,非高新产业区,科技推广和应用服务业,2016-04-01,,,,,1939.5061,836495.OC,万城节能,协议转让
国金证券股份有限公司,电子设备及加工,,,半导体与半导体生产设备,非高新产业区,专业技术服务业,2016-04-01,,,,,500.0,836545.OC,广奕电子,协议转让
德邦证券股份有限公司,互联网服务、运营平台系统,,,软件与服务,中关村科技园区,软件和信息技术服务业,2016-04-01,,,,,4384.6,836563.OC,芯联达,协议转让
国元证券股份有限公司,电子设备及加工,,,技术硬件与设备,合肥高新区,计算机、通信和其他电子设备制造业,2016-04-01,,,,,3225.0,836590.OC,润东科技,协议转让
中泰证券股份有限公司,其他农产品,1250.0,,耐用消费品与服装,非高新产业区,纺织业,2016-04-01,,,,,5000.0,836593.OC,大宇纺织,协议转让
华创证券有限责任公司,互联网服务,,,软件与服务,非高新产业区,软件和信息技术服务业,2016-04-01,,,,,5000.0,836688.OC,远行科技,协议转让
兴业证券股份有限公司,专业咨询服务,,,商业和专业服务,非高新产业区,商务服务业,2016-03-31,,,,,1000.0,835854.OC,联创世纪,协议转让
东兴证券股份有限公司,专业咨询服务,218.6022,,消费者服务Ⅱ,非高新产业区,居民服务业,2016-03-31,,,,,2218.6022,836015.OC,喜喜母婴,协议转让
安信证券股份有限公司,系统集成服务、专用设备与零部件,,,资本货物,非高新产业区,专用设备制造业,2016-03-31,,,,,12000.0,836282.OC,百胜智能,协议转让
安信证券股份有限公司,行业专用软件,285.5,,软件与服务,非高新产业区,软件和信息技术服务业,2016-03-31,,,,,818.0,836292.OC,动易软件,协议转让
东吴证券股份有限公司,教育培训服务,,,软件与服务,非高新产业区,软件和信息技术服务业,2016-03-31,,,,,2000.0,836306.OC,黄金屋,协议转让
宏信证券有限责任公司,计生用品,505.5,,医疗保健设备与服务,非高新产业区,批发业,2016-03-31,,,,,3622.0,836309.OC,诺丝科技,协议转让
中泰证券股份有限公司,休闲食品,,,食品、饮料与烟草,非高新产业区,农副食品加工业,2016-03-31,,,,,1600.0,836351.OC,鲁顺食品,协议转让
国海证券股份有限公司,厨房器具、家具、体育用品,683.9583,,家庭与个人用品,非高新产业区,批发业,2016-03-31,,,,,2000.0,836463.OC,云中鹤,协议转让
东兴证券股份有限公司,运营平台系统,112.0231,69632.0,电信服务Ⅱ,非高新产业区,软件和信息技术服务业,2016-03-31,,34.0,2016-04-14 00:00:00,,2048.0,836521.OC,商客通,协议转让
申万宏源证券有限公司,催化剂及化学助剂、专业咨询服务,1000.0,,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2016-03-31,,,,,11000.0,836546.OC,中触媒,协议转让
招商证券股份有限公司,施工及检测设备,,,制药、生物科技与生命科学,非高新产业区,专业技术服务业,2016-03-31,,,,,2892.0,836559.OC,海润检测,协议转让
广发证券股份有限公司,网络游戏,,,媒体Ⅱ,非高新产业区,互联网和相关服务,2016-03-31,,,,,1250.0,836576.OC,天戏互娱,协议转让
